11,00,北京市,11,北京市,,,,
1101,11,北京市,11,北京市,1101,北京市,,
110101,1101,东城区,11,北京市,1101,北京市,110101,东城区
110102,1101,西城区,11,北京市,1101,北京市,110102,西城区
110105,1101,朝阳区,11,北京市,1101,北京市,110105,朝阳区
110106,1101,丰台区,11,北京市,1101,北京市,110106,丰台区
110107,1101,石景山区,11,北京市,1101,北京市,110107,石景山区
110108,1101,海淀区,11,北京市,1101,北京市,110108,海淀区
110109,1101,门头沟区,11,北京市,1101,北京市,110109,门头沟区
110111,1101,房山区,11,北京市,1101,北京市,110111,房山区
110112,1101,通州区,11,北京市,1101,北京市,110112,通州区
110113,1101,顺义区,11,北京市,1101,北京市,110113,顺义区
110114,1101,昌平区,11,北京市,1101,北京市,110114,昌平区
110115,1101,大兴区,11,北京市,1101,北京市,110115,大兴区
110116,1101,怀柔区,11,北京市,1101,北京市,110116,怀柔区
110117,1101,平谷区,11,北京市,1101,北京市,110117,平谷区
110118,1101,密云区,11,北京市,1101,北京市,110118,密云区
110119,1101,延庆区,11,北京市,1101,北京市,110119,延庆区
