4401,44,广州市,44,广东省,4401,广州市,,
440103,4401,荔湾区,44,广东省,4401,广州市,440103,荔湾区
440104,4401,越秀区,44,广东省,4401,广州市,440104,越秀区
440105,4401,海珠区,44,广东省,4401,广州市,440105,海珠区
440106,4401,天河区,44,广东省,4401,广州市,440106,天河区
440111,4401,白云区,44,广东省,4401,广州市,440111,白云区
440112,4401,黄埔区,44,广东省,4401,广州市,440112,黄埔区
440113,4401,番禺区,44,广东省,4401,广州市,440113,番禺区
440114,4401,花都区,44,广东省,4401,广州市,440114,花都区
440115,4401,南沙区,44,广东省,4401,广州市,440115,南沙区
440117,4401,从化区,44,广东省,4401,广州市,440117,从化区
440118,4401,增城区,44,广东省,4401,广州市,440118,增城区
