44,00,广东省,44,广东省,,,,
4401,44,广州市,44,广东省,4401,广州市,,
440103,4401,荔湾区,44,广东省,4401,广州市,440103,荔湾区
440104,4401,越秀区,44,广东省,4401,广州市,440104,越秀区
440105,4401,海珠区,44,广东省,4401,广州市,440105,海珠区
440106,4401,天河区,44,广东省,4401,广州市,440106,天河区
440111,4401,白云区,44,广东省,4401,广州市,440111,白云区
440112,4401,黄埔区,44,广东省,4401,广州市,440112,黄埔区
440113,4401,番禺区,44,广东省,4401,广州市,440113,番禺区
440114,4401,花都区,44,广东省,4401,广州市,440114,花都区
440115,4401,南沙区,44,广东省,4401,广州市,440115,南沙区
440117,4401,从化区,44,广东省,4401,广州市,440117,从化区
440118,4401,增城区,44,广东省,4401,广州市,440118,增城区
4402,44,韶关市,44,广东省,4402,韶关市,,
440203,4402,武江区,44,广东省,4402,韶关市,440203,武江区
440204,4402,浈江区,44,广东省,4402,韶关市,440204,浈江区
440205,4402,曲江区,44,广东省,4402,韶关市,440205,曲江区
440222,4402,始兴县,44,广东省,4402,韶关市,440222,始兴县
440224,4402,仁化县,44,广东省,4402,韶关市,440224,仁化县
440229,4402,翁源县,44,广东省,4402,韶关市,440229,翁源县
440232,4402,乳源瑶族自治县,44,广东省,4402,韶关市,440232,乳源瑶族自治县
440233,4402,新丰县,44,广东省,4402,韶关市,440233,新丰县
440281,4402,乐昌市,44,广东省,4402,韶关市,440281,乐昌市
440282,4402,南雄市,44,广东省,4402,韶关市,440282,南雄市
4403,44,深圳市,44,广东省,4403,深圳市,,
440303,4403,罗湖区,44,广东省,4403,深圳市,440303,罗湖区
440304,4403,福田区,44,广东省,4403,深圳市,440304,福田区
440305,4403,南山区,44,广东省,4403,深圳市,440305,南山区
440306,4403,宝安区,44,广东省,4403,深圳市,440306,宝安区
440307,4403,龙岗区,44,广东省,4403,深圳市,440307,龙岗区
440308,4403,盐田区,44,广东省,4403,深圳市,440308,盐田区
440309,4403,龙华区,44,广东省,4403,深圳市,440309,龙华区
440310,4403,坪山区,44,广东省,4403,深圳市,440310,坪山区
440311,4403,光明区,44,广东省,4403,深圳市,440311,光明区
4404,44,珠海市,44,广东省,4404,珠海市,,
440402,4404,香洲区,44,广东省,4404,珠海市,440402,香洲区
440403,4404,斗门区,44,广东省,4404,珠海市,440403,斗门区
440404,4404,金湾区,44,广东省,4404,珠海市,440404,金湾区
4405,44,汕头市,44,广东省,4405,汕头市,,
440507,4405,龙湖区,44,广东省,4405,汕头市,440507,龙湖区
440511,4405,金平区,44,广东省,4405,汕头市,440511,金平区
440512,4405,濠江区,44,广东省,4405,汕头市,440512,濠江区
440513,4405,潮阳区,44,广东省,4405,汕头市,440513,潮阳区
440514,4405,潮南区,44,广东省,4405,汕头市,440514,潮南区
440515,4405,澄海区,44,广东省,4405,汕头市,440515,澄海区
440523,4405,南澳县,44,广东省,4405,汕头市,440523,南澳县
4406,44,佛山市,44,广东省,4406,佛山市,,
440604,4406,禅城区,44,广东省,4406,佛山市,440604,禅城区
440605,4406,南海区,44,广东省,4406,佛山市,440605,南海区
440606,4406,顺德区,44,广东省,4406,佛山市,440606,顺德区
440607,4406,三水区,44,广东省,4406,佛山市,440607,三水区
440608,4406,高明区,44,广东省,4406,佛山市,440608,高明区
4407,44,江门市,44,广东省,4407,江门市,,
440703,4407,蓬江区,44,广东省,4407,江门市,440703,蓬江区
440704,4407,江海区,44,广东省,4407,江门市,440704,江海区
440705,4407,新会区,44,广东省,4407,江门市,440705,新会区
440781,4407,台山市,44,广东省,4407,江门市,440781,台山市
440783,4407,开平市,44,广东省,4407,江门市,440783,开平市
440784,4407,鹤山市,44,广东省,4407,江门市,440784,鹤山市
440785,4407,恩平市,44,广东省,4407,江门市,440785,恩平市
4408,44,湛江市,44,广东省,4408,湛江市,,
440802,4408,赤坎区,44,广东省,4408,湛江市,440802,赤坎区
440803,4408,霞山区,44,广东省,4408,湛江市,440803,霞山区
440804,4408,坡头区,44,广东省,4408,湛江市,440804,坡头区
440811,4408,麻章区,44,广东省,4408,湛江市,440811,麻章区
440823,4408,遂溪县,44,广东省,4408,湛江市,440823,遂溪县
440825,4408,徐闻县,44,广东省,4408,湛江市,440825,徐闻县
440881,4408,廉江市,44,广东省,4408,湛江市,440881,廉江市
440882,4408,雷州市,44,广东省,4408,湛江市,440882,雷州市
440883,4408,吴川市,44,广东省,4408,湛江市,440883,吴川市
4409,44,茂名市,44,广东省,4409,茂名市,,
440902,4409,茂南区,44,广东省,4409,茂名市,440902,茂南区
440904,4409,电白区,44,广东省,4409,茂名市,440904,电白区
440981,4409,高州市,44,广东省,4409,茂名市,440981,高州市
440982,4409,化州市,44,广东省,4409,茂名市,440982,化州市
440983,4409,信宜市,44,广东省,4409,茂名市,440983,信宜市
4412,44,肇庆市,44,广东省,4412,肇庆市,,
441202,4412,端州区,44,广东省,4412,肇庆市,441202,端州区
441203,4412,鼎湖区,44,广东省,4412,肇庆市,441203,鼎湖区
441204,4412,高要区,44,广东省,4412,肇庆市,441204,高要区
441223,4412,广宁县,44,广东省,4412,肇庆市,441223,广宁县
441224,4412,怀集县,44,广东省,4412,肇庆市,441224,怀集县
441225,4412,封开县,44,广东省,4412,肇庆市,441225,封开县
441226,4412,德庆县,44,广东省,4412,肇庆市,441226,德庆县
441284,4412,四会市,44,广东省,4412,肇庆市,441284,四会市
4413,44,惠州市,44,广东省,4413,惠州市,,
441302,4413,惠城区,44,广东省,4413,惠州市,441302,惠城区
441303,4413,惠阳区,44,广东省,4413,惠州市,441303,惠阳区
441322,4413,博罗县,44,广东省,4413,惠州市,441322,博罗县
441323,4413,惠东县,44,广东省,4413,惠州市,441323,惠东县
441324,4413,龙门县,44,广东省,4413,惠州市,441324,龙门县
4414,44,梅州市,44,广东省,4414,梅州市,,
441402,4414,梅江区,44,广东省,4414,梅州市,441402,梅江区
441403,4414,梅县区,44,广东省,4414,梅州市,441403,梅县区
441422,4414,大埔县,44,广东省,4414,梅州市,441422,大埔县
441423,4414,丰顺县,44,广东省,4414,梅州市,441423,丰顺县
441424,4414,五华县,44,广东省,4414,梅州市,441424,五华县
441426,4414,平远县,44,广东省,4414,梅州市,441426,平远县
441427,4414,蕉岭县,44,广东省,4414,梅州市,441427,蕉岭县
441481,4414,兴宁市,44,广东省,4414,梅州市,441481,兴宁市
4415,44,汕尾市,44,广东省,4415,汕尾市,,
441502,4415,城区,44,广东省,4415,汕尾市,441502,城区
441521,4415,海丰县,44,广东省,4415,汕尾市,441521,海丰县
441523,4415,陆河县,44,广东省,4415,汕尾市,441523,陆河县
441581,4415,陆丰市,44,广东省,4415,汕尾市,441581,陆丰市
4416,44,河源市,44,广东省,4416,河源市,,
441602,4416,源城区,44,广东省,4416,河源市,441602,源城区
441621,4416,紫金县,44,广东省,4416,河源市,441621,紫金县
441622,4416,龙川县,44,广东省,4416,河源市,441622,龙川县
441623,4416,连平县,44,广东省,4416,河源市,441623,连平县
441624,4416,和平县,44,广东省,4416,河源市,441624,和平县
441625,4416,东源县,44,广东省,4416,河源市,441625,东源县
4417,44,阳江市,44,广东省,4417,阳江市,,
441702,4417,江城区,44,广东省,4417,阳江市,441702,江城区
441704,4417,阳东区,44,广东省,4417,阳江市,441704,阳东区
441721,4417,阳西县,44,广东省,4417,阳江市,441721,阳西县
441781,4417,阳春市,44,广东省,4417,阳江市,441781,阳春市
4418,44,清远市,44,广东省,4418,清远市,,
441802,4418,清城区,44,广东省,4418,清远市,441802,清城区
441803,4418,清新区,44,广东省,4418,清远市,441803,清新区
441821,4418,佛冈县,44,广东省,4418,清远市,441821,佛冈县
441823,4418,阳山县,44,广东省,4418,清远市,441823,阳山县
441825,4418,连山壮族瑶族自治县,44,广东省,4418,清远市,441825,连山壮族瑶族自治县
441826,4418,连南瑶族自治县,44,广东省,4418,清远市,441826,连南瑶族自治县
441881,4418,英德市,44,广东省,4418,清远市,441881,英德市
441882,4418,连州市,44,广东省,4418,清远市,441882,连州市
4419,44,东莞市,44,广东省,4419,东莞市,,
441900,4419,东莞市,44,广东省,4419,东莞市,441900,东莞市
4420,44,中山市,44,广东省,4420,中山市,,
442000,4420,中山市,44,广东省,4420,中山市,442000,中山市
4451,44,潮州市,44,广东省,4451,潮州市,,
445102,4451,湘桥区,44,广东省,4451,潮州市,445102,湘桥区
445103,4451,潮安区,44,广东省,4451,潮州市,445103,潮安区
445122,4451,饶平县,44,广东省,4451,潮州市,445122,饶平县
4452,44,揭阳市,44,广东省,4452,揭阳市,,
445202,4452,榕城区,44,广东省,4452,揭阳市,445202,榕城区
445203,4452,揭东区,44,广东省,4452,揭阳市,445203,揭东区
445222,4452,揭西县,44,广东省,4452,揭阳市,445222,揭西县
445224,4452,惠来县,44,广东省,4452,揭阳市,445224,惠来县
445281,4452,普宁市,44,广东省,4452,揭阳市,445281,普宁市
4453,44,云浮市,44,广东省,4453,云浮市,,
445302,4453,云城区,44,广东省,4453,云浮市,445302,云城区
445303,4453,云安区,44,广东省,4453,云浮市,445303,云安区
445321,4453,新兴县,44,广东省,4453,云浮市,445321,新兴县
445322,4453,郁南县,44,广东省,4453,云浮市,445322,郁南县
445381,4453,罗定市,44,广东省,4453,云浮市,445381,罗定市
